"Plot Title: 21119941"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 21119941, SEN S/N: 21119941)","Coupler Attached (LGR S/N: 21119941)","Host Connected (LGR S/N: 21119941)","Coupler Detached (LGR S/N: 21119941)","Stopped (LGR S/N: 21119941)","End Of File (LGR S/N: 21119941)"
1,09/24/21 01:00:00 PM,21.091,,,,,
2,09/24/21 02:00:00 PM,22.812,,,,,
3,09/24/21 03:00:00 PM,23.869,,,,,
4,09/24/21 04:00:00 PM,24.835,,,,,
5,09/24/21 05:00:00 PM,23.966,,,,,
6,09/24/21 06:00:00 PM,22.142,,,,,
7,09/24/21 07:00:00 PM,19.472,,,,,
8,09/24/21 08:00:00 PM,18.045,,,,,
9,09/24/21 09:00:00 PM,18.236,,,,,
10,09/24/21 10:00:00 PM,17.189,,,,,
11,09/24/21 11:00:00 PM,15.569,,,,,
12,09/25/21 12:00:00 AM,14.325,,,,,
13,09/25/21 01:00:00 AM,13.750,,,,,
14,09/25/21 02:00:00 AM,12.594,,,,,
15,09/25/21 03:00:00 AM,12.110,,,,,
16,09/25/21 04:00:00 AM,11.431,,,,,
17,09/25/21 05:00:00 AM,10.846,,,,,
18,09/25/21 06:00:00 AM,10.651,,,,,
19,09/25/21 07:00:00 AM,10.259,,,,,
20,09/25/21 08:00:00 AM,11.041,,,,,
21,09/25/21 09:00:00 AM,16.427,,,,,
22,09/25/21 10:00:00 AM,16.999,,,,,
23,09/25/21 11:00:00 AM,31.370,,,,,
24,09/25/21 12:00:00 PM,28.456,,,,,
25,09/25/21 01:00:00 PM,27.173,,,,,
26,09/25/21 02:00:00 PM,28.357,,,,,
27,09/25/21 03:00:00 PM,27.764,,,,,
28,09/25/21 04:00:00 PM,27.764,,,,,
29,09/25/21 05:00:00 PM,25.416,,,,,
30,09/25/21 06:00:00 PM,22.717,,,,,
31,09/25/21 07:00:00 PM,19.187,,,,,
32,09/25/21 08:00:00 PM,17.570,,,,,
33,09/25/21 09:00:00 PM,16.523,,,,,
34,09/25/21 10:00:00 PM,15.378,,,,,
35,09/25/21 11:00:00 PM,13.558,,,,,
36,09/26/21 12:00:00 AM,13.076,,,,,
37,09/26/21 01:00:00 AM,13.076,,,,,
38,09/26/21 02:00:00 AM,12.787,,,,,
39,09/26/21 03:00:00 AM,13.076,,,,,
40,09/26/21 04:00:00 AM,12.594,,,,,
41,09/26/21 05:00:00 AM,12.690,,,,,
42,09/26/21 06:00:00 AM,13.654,,,,,
43,09/26/21 07:00:00 AM,13.846,,,,,
44,09/26/21 08:00:00 AM,14.613,,,,,
45,09/26/21 09:00:00 AM,15.569,,,,,
46,09/26/21 10:00:00 AM,18.521,,,,,
47,09/26/21 11:00:00 AM,18.996,,,,,
48,09/26/21 12:00:00 PM,24.448,,,,,
49,09/26/21 01:00:00 PM,20.329,,,,,
50,09/26/21 02:00:00 PM,20.424,,,,,
51,09/26/21 03:00:00 PM,18.045,,,,,
52,09/26/21 04:00:00 PM,16.046,,,,,
53,09/26/21 05:00:00 PM,15.473,,,,,
54,09/26/21 06:00:00 PM,14.709,,,,,
