time_stamp,humidity_a,humidity_b,temperature_a,temperature_b,pressure_a,pressure_b,pm2.5_atm_a,pm2.5_atm_b
2025-08-01T00:00:15-07:00,56,56,74,74,1005.81,1005.81,1.7,1.6
2025-08-01T00:02:15-07:00,56,56,74,74,1005.78,1005.78,1.9,1
2025-08-01T00:04:15-07:00,56,56,74,74,1005.81,1005.81,2.7,1.4
2025-08-01T00:06:16-07:00,55,55,74,74,1005.79,1005.79,2.5,1.6
2025-08-01T00:08:15-07:00,55,55,74,74,1005.83,1005.83,2.6,1.8
2025-08-01T00:10:15-07:00,55,55,75,75,1005.83,1005.83,2.5,1.3
2025-08-01T00:12:15-07:00,56,56,75,75,1005.85,1005.85,2.5,2
2025-08-01T00:14:16-07:00,55,55,74,74,1005.86,1005.86,2.4,2.2
2025-08-01T00:16:15-07:00,56,56,74,74,1005.92,1005.92,2,1
2025-08-01T00:18:15-07:00,57,57,74,74,1005.95,1005.95,2.2,1.2
2025-08-01T00:20:15-07:00,57,57,73,73,1005.96,1005.96,2.6,1.8
2025-08-01T00:22:15-07:00,57,57,73,73,1005.97,1005.97,1.4,1.2
2025-08-01T00:24:15-07:00,57,57,74,74,1005.97,1005.97,1.6,0.9
2025-08-01T00:26:15-07:00,57,57,74,74,1006,1006,2.1,0.8
2025-08-01T00:28:15-07:00,57,57,73,73,1006.02,1006.02,2.1,1.6
2025-08-01T00:30:15-07:00,57,57,74,74,1006.03,1006.03,1.6,1.3
2025-08-01T00:32:15-07:00,57,57,74,74,1006.06,1006.06,2.3,1.4
2025-08-01T00:34:15-07:00,57,57,73,73,1006.08,1006.08,2.7,1.7
2025-08-01T00:36:15-07:00,57,57,73,73,1006.1,1006.1,2.2,1.5
2025-08-01T00:38:15-07:00,57,57,73,73,1006.09,1006.09,2.5,1.6
2025-08-01T00:40:15-07:00,57,57,73,73,1006.14,1006.14,2.8,2
2025-08-01T00:42:15-07:00,58,58,73,73,1006.17,1006.17,2.1,1.6
2025-08-01T00:44:18-07:00,57,57,73,73,1006.15,1006.15,3,2.4
2025-08-01T00:46:15-07:00,57,57,73,73,1006.18,1006.18,2.2,1.5
2025-08-01T00:48:16-07:00,57,57,73,73,1006.19,1006.19,2.1,1.4
2025-08-01T00:50:16-07:00,58,58,73,73,1006.2,1006.2,2.1,1.4
2025-08-01T00:52:16-07:00,58,58,73,73,1006.17,1006.17,1.2,0.9
2025-08-01T00:54:16-07:00,59,59,72,72,1006.19,1006.19,1.2,1.3
2025-08-01T00:56:16-07:00,58,58,73,73,1006.18,1006.18,2.1,0.7
2025-08-01T00:58:16-07:00,58,58,72,72,1006.18,1006.18,1.6,0.6
2025-08-01T01:00:16-07:00,58,58,73,73,1006.23,1006.23,1.6,0.6
2025-08-01T01:02:16-07:00,58,58,72,72,1006.26,1006.26,1.7,0.8
2025-08-01T01:04:16-07:00,59,59,72,72,1006.31,1006.31,2.1,1.6
2025-08-01T01:06:16-07:00,59,59,72,72,1006.32,1006.32,1.6,1.5
2025-08-01T01:08:16-07:00,59,59,72,72,1006.35,1006.35,1.3,0.7
2025-08-01T01:10:16-07:00,59,59,72,72,1006.32,1006.32,1.8,0.9
2025-08-01T01:12:16-07:00,59,59,72,72,1006.41,1006.41,1.7,0.9
2025-08-01T01:14:16-07:00,59,59,72,72,1006.45,1006.45,1.4,1
2025-08-01T01:16:16-07:00,59,59,71,71,1006.52,1006.52,1.8,0.9
2025-08-01T01:18:16-07:00,59,59,72,72,1006.54,1006.54,2.1,1
2025-08-01T01:20:16-07:00,60,60,72,72,1006.59,1006.59,1.1,0.9
2025-08-01T01:22:16-07:00,59,59,71,71,1006.59,1006.59,0.9,0.3
2025-08-01T01:24:16-07:00,60,60,72,72,1006.58,1006.58,1.5,0.9
2025-08-01T01:26:16-07:00,60,60,71,71,1006.56,1006.56,2,0.9
2025-08-01T01:28:16-07:00,60,60,71,71,1006.56,1006.56,1.8,0.6
2025-08-01T01:30:16-07:00,60,60,72,72,1006.59,1006.59,2.1,2.2
2025-08-01T01:32:16-07:00,59,59,72,72,1006.55,1006.55,2.6,1.6
2025-08-01T01:34:16-07:00,59,59,71,71,1006.55,1006.55,2.2,1.6
2025-08-01T01:36:16-07:00,59,59,72,72,1006.5,1006.5,1.3,0.8
2025-08-01T01:38:16-07:00,59,59,72,72,1006.48,1006.48,1.3,0.5
2025-08-01T01:40:16-07:00,59,59,71,71,1006.49,1006.49,2,0.7
2025-08-01T01:42:16-07:00,60,60,71,71,1006.49,1006.49,2.4,0.8
2025-08-01T01:44:16-07:00,60,60,71,71,1006.49,1006.49,1.5,0.8
2025-08-01T01:46:16-07:00,60,60,71,71,1006.54,1006.54,1.2,0.8
2025-08-01T01:48:16-07:00,60,60,71,71,1006.51,1006.51,2.3,0.8
2025-08-01T01:50:16-07:00,60,60,71,71,1006.54,1006.54,2.4,0.6
2025-08-01T01:52:16-07:00,61,61,71,71,1006.56,1006.56,1.7,0.6
2025-08-01T01:54:16-07:00,61,61,71,71,1006.55,1006.55,1.5,1.1
2025-08-01T01:56:16-07:00,61,61,71,71,1006.54,1006.54,2.2,1.2
2025-08-01T01:58:16-07:00,60,60,71,71,1006.51,1006.51,1.7,0.6
2025-08-01T02:00:16-07:00,60,60,71,71,1006.52,1006.52,1.4,0.8
2025-08-01T02:02:16-07:00,60,60,71,71,1006.52,1006.52,2.3,0.9
2025-08-01T02:04:16-07:00,61,61,71,71,1006.57,1006.57,1.8,1.4
2025-08-01T02:06:16-07:00,61,61,70,70,1006.6,1006.6,2.1,1.2
2025-08-01T02:08:16-07:00,62,62,70,70,1006.63,1006.63,1.6,1.3
2025-08-01T02:10:16-07:00,62,62,70,70,1006.61,1006.61,2.9,1.5
2025-08-01T02:12:16-07:00,61,61,71,71,1006.65,1006.65,2.6,1.6
2025-08-01T02:14:16-07:00,62,62,70,70,1006.67,1006.67,1.9,1.7
2025-08-01T02:16:16-07:00,62,62,70,70,1006.66,1006.66,2.5,1.2
2025-08-01T02:18:16-07:00,62,62,70,70,1006.66,1006.66,2.8,1.1
2025-08-01T02:20:16-07:00,62,62,70,70,1006.68,1006.68,2.5,1.3
2025-08-01T02:22:16-07:00,63,63,70,70,1006.68,1006.68,1.8,1.6
2025-08-01T02:24:16-07:00,63,63,70,70,1006.66,1006.66,1.8,1.3
2025-08-01T02:26:16-07:00,63,63,70,70,1006.67,1006.67,2.4,0.6
2025-08-01T02:28:16-07:00,62,62,70,70,1006.72,1006.72,1.8,1.5
2025-08-01T02:30:16-07:00,62,62,70,70,1006.73,1006.73,1.8,1.4
2025-08-01T02:32:16-07:00,62,62,70,70,1006.72,1006.72,2.6,2
2025-08-01T02:34:16-07:00,62,62,70,70,1006.73,1006.73,1.6,1.2
2025-08-01T02:36:16-07:00,62,62,70,70,1006.69,1006.69,1.8,2
2025-08-01T02:38:16-07:00,62,62,70,70,1006.65,1006.65,1.8,1.5
2025-08-01T02:40:16-07:00,62,62,70,70,1006.66,1006.66,2.2,1.3
2025-08-01T02:42:16-07:00,62,62,70,70,1006.66,1006.66,2.3,1.7
2025-08-01T02:44:16-07:00,63,63,70,70,1006.67,1006.67,1.7,1.2
2025-08-01T02:46:16-07:00,63,63,70,70,1006.69,1006.69,2.3,1.4
2025-08-01T02:48:16-07:00,64,64,69,69,1006.67,1006.67,2.1,1.8
2025-08-01T02:50:16-07:00,64,64,69,69,1006.65,1006.65,2.1,2.2
2025-08-01T02:52:17-07:00,64,64,69,69,1006.65,1006.65,2.4,1.6
2025-08-01T02:54:16-07:00,64,64,69,69,1006.65,1006.65,3,2
2025-08-01T02:56:16-07:00,64,64,69,69,1006.64,1006.64,3.8,2.6
2025-08-01T02:58:17-07:00,64,64,69,69,1006.6,1006.6,3.5,2.9
2025-08-01T03:00:16-07:00,64,64,69,69,1006.62,1006.62,3.6,2.7
2025-08-01T03:02:16-07:00,63,63,69,69,1006.68,1006.68,3.9,2.7
2025-08-01T03:04:17-07:00,64,64,69,69,1006.7,1006.7,3.8,2.1
2025-08-01T03:06:17-07:00,64,64,69,69,1006.7,1006.7,2.7,2.1
2025-08-01T03:08:16-07:00,64,64,69,69,1006.7,1006.7,3.5,2.1
2025-08-01T03:10:16-07:00,64,64,69,69,1006.7,1006.7,2.6,2.8
2025-08-01T03:12:17-07:00,64,64,69,69,1006.7,1006.7,3.3,2.7
2025-08-01T03:14:16-07:00,64,64,69,69,1006.71,1006.71,3.4,2.6
2025-08-01T03:16:17-07:00,64,64,69,69,1006.74,1006.74,3.3,2.2
2025-08-01T03:18:16-07:00,64,64,69,69,1006.77,1006.77,4.4,2.3
2025-08-01T03:20:16-07:00,64,64,69,69,1006.83,1006.83,3.2,2.4
2025-08-01T03:22:16-07:00,64,64,69,69,1006.84,1006.84,3.1,2.2
2025-08-01T03:24:16-07:00,64,64,69,69,1006.8,1006.8,3.8,2.4
2025-08-01T03:26:16-07:00,64,64,69,69,1006.84,1006.84,3.7,3
2025-08-01T03:28:16-07:00,64,64,69,69,1006.88,1006.88,3.6,2.7
2025-08-01T03:30:17-07:00,65,65,68,68,1006.9,1006.9,3.6,2.8
2025-08-01T03:32:16-07:00,64,64,69,69,1006.89,1006.89,5,3.4
2025-08-01T03:34:17-07:00,64,64,68,68,1006.87,1006.87,4.5,3.4
2025-08-01T03:36:16-07:00,64,64,69,69,1006.86,1006.86,3.9,3.7
2025-08-01T03:38:16-07:00,64,64,68,68,1006.88,1006.88,3.8,3.6
2025-08-01T03:40:16-07:00,65,65,68,68,1006.9,1006.9,4.2,2.8
2025-08-01T03:42:16-07:00,65,65,69,69,1006.86,1006.86,4.6,3.6
2025-08-01T03:44:16-07:00,64,64,68,68,1006.81,1006.81,4.3,3.3
2025-08-01T03:46:16-07:00,64,64,69,69,1006.81,1006.81,4.6,3.6
2025-08-01T03:48:17-07:00,64,64,68,68,1006.83,1006.83,4.6,3.2
2025-08-01T03:50:17-07:00,64,64,68,68,1006.8,1006.8,4.1,3.3
2025-08-01T03:52:17-07:00,64,64,68,68,1006.8,1006.8,3.5,3.4
2025-08-01T03:54:17-07:00,64,64,68,68,1006.79,1006.79,4.2,3.4
2025-08-01T03:56:17-07:00,65,65,68,68,1006.79,1006.79,4.9,3.3
2025-08-01T03:58:17-07:00,65,65,68,68,1006.81,1006.81,4.4,3.5
2025-08-01T04:00:17-07:00,64,64,68,68,1006.83,1006.83,4,3
