"Plot Title: 21162233"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 21162233, SEN S/N: 21162233)","Coupler Attached (LGR S/N: 21162233)","Host Connected (LGR S/N: 21162233)","Stopped (LGR S/N: 21162233)","End Of File (LGR S/N: 21162233)"
1,10/04/21 02:00:00 PM,18.806,,,,
2,10/04/21 03:00:00 PM,20.710,,,,
3,10/04/21 04:00:00 PM,19.377,,,,
4,10/04/21 05:00:00 PM,18.711,,,,
5,10/04/21 06:00:00 PM,16.808,,,,
6,10/04/21 07:00:00 PM,13.269,,,,
7,10/04/21 08:00:00 PM,12.594,,,,
8,10/04/21 09:00:00 PM,12.401,,,,
9,10/04/21 10:00:00 PM,11.916,,,,
10,10/04/21 11:00:00 PM,11.625,,,,
11,10/05/21 12:00:00 AM,11.041,,,,
12,10/05/21 01:00:00 AM,10.846,,,,
13,10/05/21 02:00:00 AM,10.357,,,,
14,10/05/21 03:00:00 AM,9.669,,,,
15,10/05/21 04:00:00 AM,9.571,,,,
16,10/05/21 05:00:00 AM,9.866,,,,
17,10/05/21 06:00:00 AM,10.553,,,,
18,10/05/21 07:00:00 AM,11.041,,,,
19,10/05/21 08:00:00 AM,11.431,,,,
20,10/05/21 09:00:00 AM,12.207,,,,
21,10/05/21 10:00:00 AM,11.916,,,,
22,10/05/21 11:00:00 AM,12.401,,,,
23,10/05/21 12:00:00 PM,12.304,,,,
24,10/05/21 01:00:00 PM,12.207,,,,
25,10/05/21 02:00:00 PM,12.980,,,,
26,10/05/21 03:00:00 PM,12.690,,,,
27,10/05/21 04:00:00 PM,12.497,,,,
28,10/05/21 05:00:00 PM,14.325,,,,
29,10/05/21 06:00:00 PM,13.269,,,,
30,10/05/21 07:00:00 PM,12.110,,,,
31,10/05/21 08:00:00 PM,11.236,,,,
32,10/05/21 09:00:00 PM,10.357,,,,
33,10/05/21 10:00:00 PM,9.571,,,,
34,10/05/21 11:00:00 PM,8.382,,,,
35,10/06/21 12:00:00 AM,8.879,,,,
